measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,110,Commonwealth of Dominica,1,Male,6,5-9 years,339,Pertussis,1,Number,1980,0.16190232607612015,0.43255809483395835,0.02047715121991919
1,Deaths,110,Commonwealth of Dominica,2,Female,6,5-9 years,339,Pertussis,1,Number,1980,0.19206617806576698,0.5179782649650729,0.026777998736030283
1,Deaths,110,Commonwealth of Dominica,1,Male,6,5-9 years,339,Pertussis,2,Percent,1980,0.05767194688138442,0.15935149193886164,0.007464983850167514
1,Deaths,110,Commonwealth of Dominica,2,Female,6,5-9 years,339,Pertussis,2,Percent,1980,0.10412302084819369,0.27426106615038687,0.014494127386378355
1,Deaths,110,Commonwealth of Dominica,1,Male,6,5-9 years,339,Pertussis,3,Rate,1980,2.8481261820682575,7.609402934599792,0.36022651395510097
1,Deaths,110,Commonwealth of Dominica,2,Female,6,5-9 years,339,Pertussis,3,Rate,1980,3.702091347111113,9.984073573131662,0.5161481235892794
1,Deaths,110,Commonwealth of Dominica,1,Male,7,10-14 years,339,Pertussis,1,Number,1980,0.04063327882742069,0.11878414688759047,0.00461202026557828
1,Deaths,110,Commonwealth of Dominica,2,Female,7,10-14 years,339,Pertussis,1,Number,1980,0.0503261765264538,0.14222990455834741,0.006151171611315462
1,Deaths,110,Commonwealth of Dominica,1,Male,7,10-14 years,339,Pertussis,2,Percent,1980,0.018359984047625122,0.05200258697068259,0.002165695933866737
1,Deaths,110,Commonwealth of Dominica,2,Female,7,10-14 years,339,Pertussis,2,Percent,1980,0.030727067214094603,0.08983150860338972,0.003922388614581883
1,Deaths,110,Commonwealth of Dominica,1,Male,7,10-14 years,339,Pertussis,3,Rate,1980,0.7573194633043633,2.2138884423294503,0.08595842651810685
1,Deaths,110,Commonwealth of Dominica,2,Female,7,10-14 years,339,Pertussis,3,Rate,1980,0.9210593286713955,2.6030624508231246,0.11257747728724553
