measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,129,Republic of Honduras,1,Male,6,5-9 years,339,Pertussis,1,Number,1980,26.036754421044964,77.05763619564405,2.5218345081281823
1,Deaths,129,Republic of Honduras,2,Female,6,5-9 years,339,Pertussis,1,Number,1980,33.355471538051134,96.0382435576728,2.7560522804942775
1,Deaths,129,Republic of Honduras,1,Male,6,5-9 years,339,Pertussis,2,Percent,1980,0.048729077002541546,0.14563559281869815,0.00457677260819429
1,Deaths,129,Republic of Honduras,2,Female,6,5-9 years,339,Pertussis,2,Percent,1980,0.06503895740737549,0.18887391712254145,0.005185457835453666
1,Deaths,129,Republic of Honduras,1,Male,6,5-9 years,339,Pertussis,3,Rate,1980,9.415856147303593,27.86689945053136,0.9119888973814751
1,Deaths,129,Republic of Honduras,2,Female,6,5-9 years,339,Pertussis,3,Rate,1980,12.486594323665829,35.951840329826084,1.031725986007655
1,Deaths,129,Republic of Honduras,1,Male,7,10-14 years,339,Pertussis,1,Number,1980,4.746930757764637,15.063045436782376,0.44132888569065964
1,Deaths,129,Republic of Honduras,2,Female,7,10-14 years,339,Pertussis,1,Number,1980,5.195553825109427,16.045131728961362,0.4434919155602169
1,Deaths,129,Republic of Honduras,1,Male,7,10-14 years,339,Pertussis,2,Percent,1980,0.0219383286206828,0.06891292536268794,0.0019913898693033525
1,Deaths,129,Republic of Honduras,2,Female,7,10-14 years,339,Pertussis,2,Percent,1980,0.029430549746766267,0.09007734490866126,0.0024658337548165866
1,Deaths,129,Republic of Honduras,1,Male,7,10-14 years,339,Pertussis,3,Rate,1980,2.1455575807128096,6.808321623955807,0.1994755315805431
1,Deaths,129,Republic of Honduras,2,Female,7,10-14 years,339,Pertussis,3,Rate,1980,2.3588848102238895,7.284809047799851,0.20135415362577952
1,Deaths,129,Republic of Honduras,1,Male,8,15-19 years,339,Pertussis,1,Number,1980,0.8672607797705646,2.899362308986759,0.07933100491149835
1,Deaths,129,Republic of Honduras,2,Female,8,15-19 years,339,Pertussis,1,Number,1980,0.8510239186155318,2.7511890888531174,0.0739435243429924
1,Deaths,129,Republic of Honduras,1,Male,8,15-19 years,339,Pertussis,2,Percent,1980,0.0034769038209148404,0.011655371121340519,0.0003231928959875157
1,Deaths,129,Republic of Honduras,2,Female,8,15-19 years,339,Pertussis,2,Percent,1980,0.00445325731381192,0.014645123301902882,0.0003731161825792188
1,Deaths,129,Republic of Honduras,1,Male,8,15-19 years,339,Pertussis,3,Rate,1980,0.4870208237971853,1.6281721174832806,0.044549289286294806
1,Deaths,129,Republic of Honduras,2,Female,8,15-19 years,339,Pertussis,3,Rate,1980,0.4563910669063807,1.4754204859077746,0.03965477729535145
1,Deaths,129,Republic of Honduras,1,Male,9,20-24 years,339,Pertussis,1,Number,1980,0.4388094624112347,1.4117794311951093,0.03636101606305516
1,Deaths,129,Republic of Honduras,2,Female,9,20-24 years,339,Pertussis,1,Number,1980,0.5143769521127765,1.5542271908567618,0.04508545724702202
1,Deaths,129,Republic of Honduras,1,Male,9,20-24 years,339,Pertussis,2,Percent,1980,0.0011465343699700481,0.003742255756760092,9.401982569761162e-05
1,Deaths,129,Republic of Honduras,2,Female,9,20-24 years,339,Pertussis,2,Percent,1980,0.0023859103798035066,0.007585188089769746,0.00019911463749920183
1,Deaths,129,Republic of Honduras,1,Male,9,20-24 years,339,Pertussis,3,Rate,1980,0.3131917025303492,1.0076300570723618,0.025951966632500018
1,Deaths,129,Republic of Honduras,2,Female,9,20-24 years,339,Pertussis,3,Rate,1980,0.33649680819008704,1.0167494612217396,0.02949415287193371
1,Deaths,129,Republic of Honduras,1,Male,10,25-29 years,339,Pertussis,1,Number,1980,0.3097196872852271,0.9832815493632739,0.024847635964104768
1,Deaths,129,Republic of Honduras,2,Female,10,25-29 years,339,Pertussis,1,Number,1980,0.42416898837036554,1.2839315396412743,0.03654731993801566
1,Deaths,129,Republic of Honduras,1,Male,10,25-29 years,339,Pertussis,2,Percent,1980,0.0008119769249074317,0.0026170669367568543,6.799788725036357e-05
1,Deaths,129,Republic of Honduras,2,Female,10,25-29 years,339,Pertussis,2,Percent,1980,0.002153384766924009,0.006733381123661131,0.0001752147890449082
1,Deaths,129,Republic of Honduras,1,Male,10,25-29 years,339,Pertussis,3,Rate,1980,0.2732133593654479,0.8673832059510027,0.021918871717673274
1,Deaths,129,Republic of Honduras,2,Female,10,25-29 years,339,Pertussis,3,Rate,1980,0.33721751400710787,1.0207351641065847,0.029055392334243292
1,Deaths,129,Republic of Honduras,1,Male,11,30-34 years,339,Pertussis,1,Number,1980,0.31753037276327734,1.05383026917536,0.026502708304220003
1,Deaths,129,Republic of Honduras,2,Female,11,30-34 years,339,Pertussis,1,Number,1980,0.2830107008230081,0.8959686977038421,0.02386155513329424
1,Deaths,129,Republic of Honduras,1,Male,11,30-34 years,339,Pertussis,2,Percent,1980,0.0010041678300327036,0.0033398783171306474,8.253669549203238e-05
1,Deaths,129,Republic of Honduras,2,Female,11,30-34 years,339,Pertussis,2,Percent,1980,0.0015273786814728174,0.004851053866394471,0.00012665976948880912
1,Deaths,129,Republic of Honduras,1,Male,11,30-34 years,339,Pertussis,3,Rate,1980,0.3645373026399994,1.2098384177313533,0.030426146997527166
1,Deaths,129,Republic of Honduras,2,Female,11,30-34 years,339,Pertussis,3,Rate,1980,0.3026203371158935,0.9580498142152994,0.025514907519567285
1,Deaths,129,Republic of Honduras,1,Male,12,35-39 years,339,Pertussis,1,Number,1980,0.3246527652658616,1.0666836506486073,0.027701229681530135
1,Deaths,129,Republic of Honduras,2,Female,12,35-39 years,339,Pertussis,1,Number,1980,0.2727906853259984,0.8420932758123534,0.02347140721395132
1,Deaths,129,Republic of Honduras,1,Male,12,35-39 years,339,Pertussis,2,Percent,1980,0.0010981085145854686,0.0036053172386923274,9.314204697421029e-05
1,Deaths,129,Republic of Honduras,2,Female,12,35-39 years,339,Pertussis,2,Percent,1980,0.001217032963880168,0.0038057168650658135,9.84654061768904e-05
1,Deaths,129,Republic of Honduras,1,Male,12,35-39 years,339,Pertussis,3,Rate,1980,0.4378002310399202,1.438442541273408,0.037355618224081184
1,Deaths,129,Republic of Honduras,2,Female,12,35-39 years,339,Pertussis,3,Rate,1980,0.3544791604685782,1.0942621339488572,0.03050003233898783
