measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,106,Commonwealth of the Bahamas,1,Male,6,5-9 years,339,Pertussis,1,Number,1980,2.789012354341154e-06,6.703690978310053e-06,7.47776245340348e-07
1,Deaths,106,Commonwealth of the Bahamas,2,Female,6,5-9 years,339,Pertussis,1,Number,1980,2.735713871849639e-06,7.110915773159588e-06,5.890776189300031e-07
1,Deaths,106,Commonwealth of the Bahamas,1,Male,6,5-9 years,339,Pertussis,2,Percent,1980,2.837357224232249e-07,6.734645886033373e-07,8.082710789188644e-08
1,Deaths,106,Commonwealth of the Bahamas,2,Female,6,5-9 years,339,Pertussis,2,Percent,1980,3.9041688761165356e-07,1.0268329514625313e-06,8.652120515839822e-08
1,Deaths,106,Commonwealth of the Bahamas,1,Male,6,5-9 years,339,Pertussis,3,Rate,1980,2.0003167868306256e-05,4.807976406689792e-05,5.363150772778931e-06
1,Deaths,106,Commonwealth of the Bahamas,2,Female,6,5-9 years,339,Pertussis,3,Rate,1980,1.9630094856682544e-05,5.102432406449963e-05,4.226922141432279e-06
1,Deaths,106,Commonwealth of the Bahamas,1,Male,7,10-14 years,339,Pertussis,1,Number,1980,2.456872055749994e-06,7.066532893539437e-06,3.2491396451098e-07
1,Deaths,106,Commonwealth of the Bahamas,2,Female,7,10-14 years,339,Pertussis,1,Number,1980,2.088118388153638e-05,6.314639429127007e-05,2.4274601967241734e-06
1,Deaths,106,Commonwealth of the Bahamas,1,Male,7,10-14 years,339,Pertussis,2,Percent,1980,3.338958432884861e-07,9.688916374644332e-07,4.4805761057333103e-08
1,Deaths,106,Commonwealth of the Bahamas,2,Female,7,10-14 years,339,Pertussis,2,Percent,1980,3.833675175677347e-06,1.145099217486973e-05,4.511587894997544e-07
1,Deaths,106,Commonwealth of the Bahamas,1,Male,7,10-14 years,339,Pertussis,3,Rate,1980,1.7812931475692302e-05,5.123411530883256e-05,2.355706790585334e-06
1,Deaths,106,Commonwealth of the Bahamas,2,Female,7,10-14 years,339,Pertussis,3,Rate,1980,0.00015036815048334945,0.0004547254874598601,1.74804600267954e-05
1,Deaths,106,Commonwealth of the Bahamas,1,Male,8,15-19 years,339,Pertussis,1,Number,1980,8.671646008940096e-07,2.4790346917134055e-06,1.4389065051059485e-07
1,Deaths,106,Commonwealth of the Bahamas,2,Female,8,15-19 years,339,Pertussis,1,Number,1980,1.791920901311078e-07,5.090664934288298e-07,2.936395731484174e-08
1,Deaths,106,Commonwealth of the Bahamas,1,Male,8,15-19 years,339,Pertussis,2,Percent,1980,5.0447609274404225e-08,1.4319496404361257e-07,8.816709777187865e-09
1,Deaths,106,Commonwealth of the Bahamas,2,Female,8,15-19 years,339,Pertussis,2,Percent,1980,1.725085231597332e-08,4.891004073423294e-08,2.924839095937875e-09
1,Deaths,106,Commonwealth of the Bahamas,1,Male,8,15-19 years,339,Pertussis,3,Rate,1980,6.781676220566019e-06,1.9387335001242603e-05,1.1252993975116692e-06
1,Deaths,106,Commonwealth of the Bahamas,2,Female,8,15-19 years,339,Pertussis,3,Rate,1980,1.3806899606663788e-06,3.922399678884072e-06,2.2625173377002706e-07
1,Deaths,106,Commonwealth of the Bahamas,1,Male,9,20-24 years,339,Pertussis,1,Number,1980,8.219380249554193e-05,0.00021811255271839583,1.566409311459405e-05
1,Deaths,106,Commonwealth of the Bahamas,2,Female,9,20-24 years,339,Pertussis,1,Number,1980,1.6550731608684166e-06,6.392992230673663e-06,1.3525028059966302e-07
1,Deaths,106,Commonwealth of the Bahamas,1,Male,9,20-24 years,339,Pertussis,2,Percent,1980,3.4105468683223943e-06,9.36995886738262e-06,6.517729226347296e-07
