measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,6,5-9 years,339,Pertussis,1,Number,1980,79.20004183745877,233.07646337647242,4.997944198041646
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,6,5-9 years,339,Pertussis,1,Number,1980,76.90743829210477,217.64758512065112,5.231626216329389
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,6,5-9 years,339,Pertussis,2,Percent,1980,0.046773365107434656,0.1384505734745439,0.0029612926941657786
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,6,5-9 years,339,Pertussis,2,Percent,1980,0.06517694102761558,0.1840667857522713,0.004471128293779378
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,6,5-9 years,339,Pertussis,3,Rate,1980,12.163898110376588,35.79692998466855,0.7676067155506581
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,6,5-9 years,339,Pertussis,3,Rate,1980,12.275745993353958,34.74028689995105,0.8350572583097476
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,7,10-14 years,339,Pertussis,1,Number,1980,15.1727623878185,48.544210110260785,0.9520289851255725
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,7,10-14 years,339,Pertussis,1,Number,1980,15.049342005293834,48.4525752425426,0.9489084354299722
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,7,10-14 years,339,Pertussis,2,Percent,1980,0.021123605672523926,0.06693410681701663,0.001268806868138003
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,7,10-14 years,339,Pertussis,2,Percent,1980,0.025944753216114048,0.08171784134119772,0.0015606181994906316
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,7,10-14 years,339,Pertussis,3,Rate,1980,3.029884202563709,9.693906197140414,0.1901128817999941
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,7,10-14 years,339,Pertussis,3,Rate,1980,3.0335608951240083,9.766794951708002,0.1912755734942491
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,8,15-19 years,339,Pertussis,1,Number,1980,3.0835313816021594,10.516102191788727,0.18363296555653616
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,8,15-19 years,339,Pertussis,1,Number,1980,2.5363388652938545,8.273502553762988,0.14778695739715436
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,8,15-19 years,339,Pertussis,2,Percent,1980,0.0039013569908556037,0.013208027713002389,0.0002172839748872438
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,8,15-19 years,339,Pertussis,2,Percent,1980,0.0035303626948793433,0.01105588925871894,0.00021056198341219058
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,8,15-19 years,339,Pertussis,3,Rate,1980,0.7366914239744796,2.512418827501826,0.043872046087045556
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,8,15-19 years,339,Pertussis,3,Rate,1980,0.5971712048825893,1.9479642709561216,0.03479586920439575
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,9,20-24 years,339,Pertussis,1,Number,1980,1.7116779538996534,5.917200768983563,0.10645351864486051
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,9,20-24 years,339,Pertussis,1,Number,1980,1.6379495977138205,5.562432885839449,0.09077383198671915
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,9,20-24 years,339,Pertussis,2,Percent,1980,0.001991083972058636,0.006733844047734314,0.00011878548809219586
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,9,20-24 years,339,Pertussis,2,Percent,1980,0.001973820723284273,0.006581735887002549,0.00011267071475485504
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,9,20-24 years,339,Pertussis,3,Rate,1980,0.44552854576518425,1.5401739840136,0.02770853082811399
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,9,20-24 years,339,Pertussis,3,Rate,1980,0.43426129318734535,1.4747396999541242,0.024066407001255487
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,10,25-29 years,339,Pertussis,1,Number,1980,1.192185743305187,4.0056989779135534,0.07114637136220181
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,10,25-29 years,339,Pertussis,1,Number,1980,1.260205296483801,4.321486440872813,0.06753070696909794
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,10,25-29 years,339,Pertussis,2,Percent,1980,0.0014729163908217494,0.004933577414742469,8.452071455100662e-05
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,10,25-29 years,339,Pertussis,2,Percent,1980,0.001614658042058451,0.005365460537507256,9.253697615893435e-05
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,10,25-29 years,339,Pertussis,3,Rate,1980,0.3738226543896105,1.2560299710160765,0.022308709479340678
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,10,25-29 years,339,Pertussis,3,Rate,1980,0.4221905978975394,1.4477727949317953,0.022623956296071248
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,11,30-34 years,339,Pertussis,1,Number,1980,1.313776597177303,4.234563657312738,0.08003971789264612
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,11,30-34 years,339,Pertussis,1,Number,1980,0.8356375789131536,2.9136292937645787,0.0458298121817937
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,11,30-34 years,339,Pertussis,2,Percent,1980,0.0015892917206167443,0.005172093512256681,9.621837267379546e-05
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,11,30-34 years,339,Pertussis,2,Percent,1980,0.0011330582665786317,0.003879828015608206,6.521111085382996e-05
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,11,30-34 years,339,Pertussis,3,Rate,1980,0.49042836845574506,1.5807483175144459,0.029878556477628382
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,11,30-34 years,339,Pertussis,3,Rate,1980,0.3413894413533446,1.1903273644092611,0.01872320533791756
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,12,35-39 years,339,Pertussis,1,Number,1980,1.321012300994102,4.506262565938135,0.08135046918177505
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,12,35-39 years,339,Pertussis,1,Number,1980,0.7756115226704174,2.7210897837551706,0.043292846499655584
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,12,35-39 years,339,Pertussis,2,Percent,1980,0.0013978787104581242,0.0046723452331766495,8.406522965152458e-05
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,12,35-39 years,339,Pertussis,2,Percent,1980,0.0010051237720985094,0.003342172480972215,5.881775740847648e-05
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,12,35-39 years,339,Pertussis,3,Rate,1980,0.5831759267556413,1.9893409365814523,0.035913091211479724
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,12,35-39 years,339,Pertussis,3,Rate,1980,0.38193818033995025,1.3399595676077984,0.02131890841034034
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,13,40-44 years,339,Pertussis,1,Number,1980,1.626510875206972,5.470157057107658,0.09378399767280028
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,13,40-44 years,339,Pertussis,1,Number,1980,0.7435623338991705,2.4771850171068097,0.04118726916474167
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,13,40-44 years,339,Pertussis,2,Percent,1980,0.0014499149736094186,0.0047874375805111065,8.523192961321308e-05
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,13,40-44 years,339,Pertussis,2,Percent,1980,0.0009351788232807896,0.0030780224666783072,5.4231767871917645e-05
1,Deaths,205,Republic of Côte d'Ivoire,1,Male,13,40-44 years,339,Pertussis,3,Rate,1980,0.8740883254506585,2.9396670473481503,0.05039959998389507
1,Deaths,205,Republic of Côte d'Ivoire,2,Female,13,40-44 years,339,Pertussis,3,Rate,1980,0.4617001784614582,1.538158554216593,0.02557441206574079
