measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,44566,European Region,3,Both,6,5-9 years,339,Pertussis,1,Number,1990,297.62292989447644,704.0063872354798,87.53172903290788
1,Deaths,44566,European Region,3,Both,6,5-9 years,339,Pertussis,3,Rate,1990,0.45362446329223555,1.0730171888208617,0.13341221261974764
1,Deaths,44566,European Region,3,Both,7,10-14 years,339,Pertussis,1,Number,1990,72.12867095098939,180.99063400123543,19.525860958468996
1,Deaths,44566,European Region,3,Both,7,10-14 years,339,Pertussis,3,Rate,1990,0.11079946141978546,0.27802626202538283,0.0299943815605035
1,Deaths,44566,European Region,3,Both,8,15-19 years,339,Pertussis,1,Number,1990,16.351680974617672,41.552445186295,4.313901279609274
1,Deaths,44566,European Region,3,Both,8,15-19 years,339,Pertussis,3,Rate,1990,0.025043543031580517,0.06363996770152858,0.006606988755320367
1,Deaths,44566,European Region,3,Both,28,<1 year,339,Pertussis,1,Number,1990,1087.8683692900065,2829.607160941268,313.28893541410247
1,Deaths,44566,European Region,3,Both,28,<1 year,339,Pertussis,3,Rate,1990,8.636469473385379,22.4639455994949,2.48716701710812
1,Deaths,44566,European Region,3,Both,34,2-4 years,339,Pertussis,1,Number,1990,485.55131283216446,1137.4920510028403,150.1432151320266
1,Deaths,44566,European Region,3,Both,34,2-4 years,339,Pertussis,3,Rate,1990,1.2196815779286798,2.857325401008716,0.37715254538054316
1,Deaths,44566,European Region,3,Both,37,20+ years,339,Pertussis,1,Number,1990,58.80215676544673,141.091969509204,18.177903029357427
1,Deaths,44566,European Region,3,Both,37,20+ years,339,Pertussis,3,Rate,1990,0.00984961820895579,0.023633521429470856,0.0030448781903149843
1,Deaths,44566,European Region,3,Both,6,5-9 years,339,Pertussis,1,Number,1991,286.0493391417265,733.9450799849008,89.64800682160546
1,Deaths,44566,European Region,3,Both,6,5-9 years,339,Pertussis,3,Rate,1991,0.43452962377534776,1.1149156311093362,0.13618180273823835
1,Deaths,44566,European Region,3,Both,7,10-14 years,339,Pertussis,1,Number,1991,69.43347097373587,183.65321326193143,19.478217641665648
1,Deaths,44566,European Region,3,Both,7,10-14 years,339,Pertussis,3,Rate,1991,0.1065066419700615,0.2817126489173906,0.02987837887811412
1,Deaths,44566,European Region,3,Both,8,15-19 years,339,Pertussis,1,Number,1991,15.843469176411563,42.03850428981294,4.334073162109935
1,Deaths,44566,European Region,3,Both,8,15-19 years,339,Pertussis,3,Rate,1991,0.024307509772286615,0.06449669213598219,0.006649460706411618
1,Deaths,44566,European Region,3,Both,28,<1 year,339,Pertussis,1,Number,1991,1034.0998767231974,2730.489231808424,304.36363390804945
1,Deaths,44566,European Region,3,Both,28,<1 year,339,Pertussis,3,Rate,1991,8.47547179432402,22.37906123945157,2.4945611661610663
1,Deaths,44566,European Region,3,Both,34,2-4 years,339,Pertussis,1,Number,1991,468.00596617903693,1167.5145869954592,154.49522603099103
1,Deaths,44566,European Region,3,Both,34,2-4 years,339,Pertussis,3,Rate,1991,1.1880817323164838,2.9638569874378256,0.3922021705751244
1,Deaths,44566,European Region,3,Both,37,20+ years,339,Pertussis,1,Number,1991,57.807148322909576,153.21121976979302,18.517434742299677
1,Deaths,44566,European Region,3,Both,37,20+ years,339,Pertussis,3,Rate,1991,0.009608553621442407,0.025466369874212077,0.0030779197696979843
1,Deaths,44564,Region of the Americas,3,Both,6,5-9 years,339,Pertussis,1,Number,1990,571.9137753618633,1189.0233139865236,239.5741123545104
1,Deaths,44564,Region of the Americas,3,Both,6,5-9 years,339,Pertussis,3,Rate,1990,0.7774933840030611,1.6164285594712053,0.32569120618957276
1,Deaths,44564,Region of the Americas,3,Both,7,10-14 years,339,Pertussis,1,Number,1990,121.811669920904,261.8625901080955,51.117083978394206
